Class	namco	Type	Descriptor	BaseId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	OverlayHeight	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight
Dummy	Evil Hole	Evil Hole		135	0	0	EH	0	0	3	3	3	3	0	0	0	22	47	72	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	100		50		0		0		0		1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	1	0	0	0	0	0	128	0	44	197	111	388	1	0	0	0	0	0	0	0	0	0	179	804	256	2226	0	0	0	0	0	0	0	0	0	453	2036	422	9920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a trap	trapfirebolt	trap		136	0	1	9A	0	0	0	0	1	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		50		0		0		0		1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	58	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	0	0	0	0	0	0	128	0	4	20	5	151	46	1	3	90	0	0	0	1	2	6	100	450	142	2531	12	37	2760	0	0	0	12	27	184	321	1446	299	13737	28	83	7680	0	0	0	28	60	512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a trap	trap	trap		137	0	1	9A	0	0	0	0	3	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		50		0		0		0		1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	241	65535	245	243	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	200	0	1	207	0	1	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	0	0	0	0	0	0	128	0	4	20	5	151	46	1	3	90	0	0	0	1	2	6	100	450	142	2531	12	37	2760	0	0	0	12	27	184	321	1446	299	13737	28	83	7680	0	0	0	28	60	512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a trap	trap	trap		138	0	1	9A	0	0	0	0	3	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		50		0		0		0		1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	242	65535	246	244	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	200	0	1	208	0	1	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	0	0	0	0	0	0	128	0	4	20	5	151	46	1	3	90	0	0	0	1	2	6	100	450	142	2531	12	37	2760	0	0	0	12	27	184	321	1446	299	13737	28	83	7680	0	0	0	28	60	512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a trap	trappoison	trap		139	0	1	9A	0	0	0	0	1	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		50		0		0		0		1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	192	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	0	0	0	0	0	0	128	0	4	20	5	151	46	1	3	90	0	0	0	1	2	6	100	450	142	2531	12	37	2760	0	0	0	12	27	184	321	1446	299	13737	28	83	7680	0	0	0	28	60	512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a trap	trapchainlightning	trap		140	0	1	9A	0	0	0	0	1	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		50		0		0		0		1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	93	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	0	0	0	0	0	0	128	0	4	20	5	151	46	1	3	90	0	0	0	1	2	6	100	450	142	2531	12	37	2760	0	0	0	12	27	184	321	1446	299	13737	28	83	7680	0	0	0	28	60	512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Kaelan	JarJar	NPC		141	1	0	GU	0	0	2	2	0	2	6	6	0	99	124	149	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	9	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Dummy	InvisoSpawner	Spawner		142	1	0	K9	0	0	2	2	1	1	0	0	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	666	666	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	DiabloClone	Boss		143	0	0	xx	0	0	2	2	3	3	4	4	0	29	54	79	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	112	0	77	102	146	0	1	0	0	0	0	0	0	0	0	0	279	369	294	0	0	0	0	0	0	0	0	0	0	675	893	463	0	0	0	0	0	0	0	0	0	0	5	20	23	0	5	20	23	0	5	20	23	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SuckerNest	SuckerNest	SuckerNest		144	0	0	DH	0	0	3	3	3	3	0	0	0	6	31	56	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	200		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	167	35	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	128	0	31	122	30	156	1	0	0	0	0	0	0	0	0	0	266	1057	169	1376	0	0	0	0	0	0	0	0	0	790	3137	328	7125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FeederNest	FeederNest	SuckerNest		144	0	0	DH	0	0	3	3	3	3	0	0	0	9	34	59	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	200		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	167	35	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	128	0	43	172	45	215	1	0	0	0	0	0	0	0	0	0	291	1157	185	1685	0	0	0	0	0	0	0	0	0	832	3304	346	8486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BloodHookNest	BloodHookNest	SuckerNest		144	0	0	DH	0	0	3	3	3	3	0	0	0	17	42	67	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	200		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	167	35	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	128	0	77	306	85	440	1	0	0	0	0	0	0	0	0	0	358	1424	229	2896	0	0	0	0	0	0	0	0	0	944	3749	393	13525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BloodWingNest	BloodWingNest	SuckerNest		144	0	0	DH	0	0	3	3	3	3	0	0	0	25	50	75	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	200		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	167	35	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	128	0	111	439	126	942	1	0	0	0	0	0	0	0	0	0	426	1691	272	4976	0	0	0	0	0	0	0	0	0	1056	4194	440	21556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guard	Guard	NPC		145	0	0	GU	0	0	2	2	3	2	7	11	0	1	26	51	2	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	9	0	hth	1	melee	0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	5	1	1	10	30	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	96	0	0	0	1	0	26	1	1	49	0	0	0	0	0	0	2	2	32	0	18	18	1495	0	0	0	0	0	0	6	6	67	0	41	41	4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Dummy	MiniSpider	NPC		146	0	0	LS	1	1	0	0	0	1	1	2	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	PrisonFL	spell		147	0	0	67	0	0	1	1	3	0	0	0	0	12	37	62	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	50	100	60	0	1	0	0	0	0	0	0	0	0	0	283	565	201	0	0	0	0	0	0	0	0	0	0	780	1560	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	PrisonFR	spell		148	0	0	66	0	0	1	1	3	0	0	0	0	12	37	62	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	50	100	60	0	1	0	0	0	0	0	0	0	0	0	283	565	201	0	0	0	0	0	0	0	0	0	0	780	1560	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	PrisonBL	spell		149	0	0	69	0	0	1	1	3	0	0	0	0	12	37	62	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	50	100	60	0	1	0	0	0	0	0	0	0	0	0	283	565	201	0	0	0	0	0	0	0	0	0	0	780	1560	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	PrisonBR	spell		150	0	0	68	0	0	1	1	3	0	0	0	0	12	37	62	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	50	100	60	0	1	0	0	0	0	0	0	0	0	0	283	565	201	0	0	0	0	0	0	0	0	0	0	780	1560	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Bonewall	spell		151	0	1	BW	0	0	2	2	3	0	0	0	0	7	32	57	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	19	19	35	0	1	0	0	0	0	0	0	0	0	0	147	147	174	0	0	0	0	0	0	0	0	0	0	431	431	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Council Member	Zakarum High1	High Priest		152	1	0	HP	0	0	2	2	3	2	6	12	0	25	50	75	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	65	attack pct	4	aid pct	30	spell pct	20	hprun pct	0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	343	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	62	0	2	179	0	2	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96	0	99	198	126	696	25	8	19	47	0	0	0	0	0	0	380	760	272	3676	23	54	163	0	0	0	0	0	0	943	1885	440	15926	40	95	348	0	0	0	0	0	0	67	68	69	0	68	69	0	0	68	69	0	0	75	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Council Member	Zakarum High2	High Priest		152	1	0	HP	0	0	2	2	3	2	8	12	0	25	50	75	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	70		8		35		30		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	343	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	62	0	3	179	0	3	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96	0	99	198	126	696	25	8	19	47	0	0	0	0	0	0	380	760	272	3676	23	54	163	0	0	0	0	0	0	943	1885	440	15926	40	95	348	0	0	0	0	0	0	67	68	69	0	68	69	0	0	68	69	0	0	75	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Council Member	Zakarum High3	High Priest		152	1	0	HP	0	0	2	2	3	2	10	12	0	25	50	75	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	75		12		40		40		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	343	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	62	0	4	179	0	4	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96	0	99	198	126	696	25	8	19	47	0	0	0	0	0	0	380	760	272	3676	23	54	163	0	0	0	0	0	0	943	1885	440	15926	40	95	348	0	0	0	0	0	0	67	68	69	0	68	69	0	0	68	69	0	0	75	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Turret	Turret1	Turret		153	0	0	PB	0	0	2	2	3	2	0	0	0	10	35	60	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	64	85	23	113	1	0	0	0	0	0	0	0	0	0	401	535	85	867	0	0	0	0	0	0	0	0	0	1133	1510	158	4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turret	Turret2	Turret		153	0	0	PB	0	0	2	2	3	2	0	0	0	10	35	60	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	64	85	23	113	1	0	0	0	0	0	0	0	0	0	401	535	85	867	0	0	0	0	0	0	0	0	0	1133	1510	158	4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turret	Turret3	Turret		153	0	0	PB	0	0	2	2	3	2	0	0	0	10	35	60	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	0	0	96	0	64	85	23	113	1	0	0	0	0	0	0	0	0	0	401	535	85	867	0	0	0	0	0	0	0	0	0	1133	1510	158	4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
